treat_id,AUC,Cell,Drug,Timepoint,Method,measured_by,drug_id,cell_type1,cell_type2
SiHa_DACTOLISIB_72h_XTT_LT,1.310392389474431,SiHa,DACTOLISIB,72h,XTT,LT,DACTOLISIB_72h_XTT_LT,solid,Cervix cancer
SK-N-BE_BOSUTINIB_72h_Trypan Blue_LT,0.9491249331152308,SK-N-BE,BOSUTINIB,72h,Trypan Blue,LT,BOSUTINIB_72h_Trypan Blue_LT,solid,Neuroblastoma
Jurkat_5-AZACITIDINE_72h_XTT_KI,0.7425257112398488,Jurkat,5-AZACITIDINE,72h,XTT,KI,5-AZACITIDINE_72h_XTT_KI,suspension,Lymphoblastic
BT-474_SARACATINIB_72h_Hoechst_AM,1.23143657460234,BT-474,SARACATINIB,72h,Hoechst,AM,SARACATINIB_72h_Hoechst_AM,solid,Breast cancer
SK-OV-3_DOXORUBICIN HCL_72h_XTT_LT,1.484715349290647,SK-OV-3,DOXORUBICIN HCL,72h,XTT,LT,DOXORUBICIN HCL_72h_XTT_LT,solid,other
SH-SY5Y_ETOPOSIDE_144h_Resazurin_SM,1.011413163910743,SH-SY5Y,ETOPOSIDE,144h,Resazurin,SM,ETOPOSIDE_144h_Resazurin_SM,solid,Neuroblastoma
SK-N-AS_PACLITAXEL_144h_Resazurin_SM,0.653644439218565,SK-N-AS,PACLITAXEL,144h,Resazurin,SM,PACLITAXEL_144h_Resazurin_SM,solid,Neuroblastoma
MOLT-4_ALISERTIB_72h_Trypan Blue_KI,0.2232510844348448,MOLT-4,ALISERTIB,72h,Trypan Blue,KI,ALISERTIB_72h_Trypan Blue_KI,suspension,Lymphoblastic
U937_QUIZARTINIB_72h_Trypan Blue_LT,0.9872732113340214,U937,QUIZARTINIB,72h,Trypan Blue,LT,QUIZARTINIB_72h_Trypan Blue_LT,suspension,Myeloid
THP-1_ULIXERTINIB_72h_Trypan Blue_KI,1.128303675003783,THP-1,ULIXERTINIB,72h,Trypan Blue,KI,ULIXERTINIB_72h_Trypan Blue_KI,suspension,Myeloid
H1299_RSL3_72h_XTT_LT,1.389829418223315,H1299,RSL3,72h,XTT,LT,RSL3_72h_XTT_LT,solid,Lung cancer
SK-N-AS_VENETOCLAX_72h_Resazurin_SM,1.500779201646365,SK-N-AS,VENETOCLAX,72h,Resazurin,SM,VENETOCLAX_72h_Resazurin_SM,solid,Neuroblastoma
Kelly_ETOPOSIDE_144h_Resazurin_SM,0.7168150694356515,Kelly,ETOPOSIDE,144h,Resazurin,SM,ETOPOSIDE_144h_Resazurin_SM,solid,Neuroblastoma
SH-SY5Y_VENETOCLAX_72h_Resazurin_SM,1.573832972767225,SH-SY5Y,VENETOCLAX,72h,Resazurin,SM,VENETOCLAX_72h_Resazurin_SM,solid,Neuroblastoma
MCF-7_VORINOSTAT_72h_Resazurin_LT,0.3093713737318642,MCF-7,VORINOSTAT,72h,Resazurin,LT,VORINOSTAT_72h_Resazurin_LT,solid,Breast cancer
C33A_BOSUTINIB_72h_Trypan Blue_AM,0.9028776120775904,C33A,BOSUTINIB,72h,Trypan Blue,AM,BOSUTINIB_72h_Trypan Blue_AM,solid,Cervix cancer
MOLT-4_LAROTRECTINIB_72h_Trypan Blue_KI,1.186320029491596,MOLT-4,LAROTRECTINIB,72h,Trypan Blue,KI,LAROTRECTINIB_72h_Trypan Blue_KI,suspension,Lymphoblastic
786-0_JQ1_72h_XTT_LT,1.797359326198416,786-0,JQ1,72h,XTT,LT,JQ1_72h_XTT_LT,solid,Renal cancer
HL-60_DINACICLIB_72h_Resazurin_KI,0.580674962160224,HL-60,DINACICLIB,72h,Resazurin,KI,DINACICLIB_72h_Resazurin_KI,suspension,Myeloid
IMR-32_BOSUTINIB_72h_Trypan Blue_LT,0.7991801167251286,IMR-32,BOSUTINIB,72h,Trypan Blue,LT,BOSUTINIB_72h_Trypan Blue_LT,solid,Neuroblastoma
Jurkat_VENETOCLAX_72h_Trypan Blue_KI,1.298353453835251,Jurkat,VENETOCLAX,72h,Trypan Blue,KI,VENETOCLAX_72h_Trypan Blue_KI,suspension,Lymphoblastic
Kelly_TOPOTECAN_144h_Resazurin_SM,0.4922854388189112,Kelly,TOPOTECAN,144h,Resazurin,SM,TOPOTECAN_144h_Resazurin_SM,solid,Neuroblastoma
H1299_DOXORUBICIN HCL_72h_H2BRuby_AM,0.6081947842625212,H1299,DOXORUBICIN HCL,72h,H2BRuby,AM,DOXORUBICIN HCL_72h_H2BRuby_AM,solid,Lung cancer
SK-N-SH_OLAPARIB_72h_Resazurin_SM,1.030538563512994,SK-N-SH,OLAPARIB,72h,Resazurin,SM,OLAPARIB_72h_Resazurin_SM,solid,Neuroblastoma
K562_DACTOLISIB_72h_Resazurin_KI,0.6499890890877453,K562,DACTOLISIB,72h,Resazurin,KI,DACTOLISIB_72h_Resazurin_KI,suspension,Myeloid
HCT-116_PACLITAXEL_72h_XTT_LT,2.378509642313281,HCT-116,PACLITAXEL,72h,XTT,LT,PACLITAXEL_72h_XTT_LT,solid,Colon cancer
SH-SY5Y_DACTOLISIB_72h_Resazurin_SM,1.365685363512007,SH-SY5Y,DACTOLISIB,72h,Resazurin,SM,DACTOLISIB_72h_Resazurin_SM,solid,Neuroblastoma
SK-OV-3_CABOZANTINIB_72h_XTT_LT,0.4987066650774401,SK-OV-3,CABOZANTINIB,72h,XTT,LT,CABOZANTINIB_72h_XTT_LT,solid,other
SW-480_LANRAPLENIB_72h_Hoechst_AM,1.286636457130782,SW-480,LANRAPLENIB,72h,Hoechst,AM,LANRAPLENIB_72h_Hoechst_AM,solid,Colon cancer
SK-BR-3_VINCRISTINE_72h_XTT_LT,1.169137031682387,SK-BR-3,VINCRISTINE,72h,XTT,LT,VINCRISTINE_72h_XTT_LT,solid,Breast cancer
LN-18_STAUROSPORINE_72h_XTT_LT,0.6220526578000163,LN-18,STAUROSPORINE,72h,XTT,LT,STAUROSPORINE_72h_XTT_LT,solid,Glioblastoma
SK-BR-3_SPERMIDINE_72h_XTT_LT,0.7272496514358545,SK-BR-3,SPERMIDINE,72h,XTT,LT,SPERMIDINE_72h_XTT_LT,solid,Breast cancer
HCT-116_TALAZOPARIB_72h_XTT_LT,1.002412493895545,HCT-116,TALAZOPARIB,72h,XTT,LT,TALAZOPARIB_72h_XTT_LT,solid,Colon cancer
786-0_DASATINIB_72h_Trypan Blue_AM,0.9543243361500892,786-0,DASATINIB,72h,Trypan Blue,AM,DASATINIB_72h_Trypan Blue_AM,solid,Renal cancer
HCT-116_DOXORUBICIN HCL_72h_XTT_LT,0.7423876478019428,HCT-116,DOXORUBICIN HCL,72h,XTT,LT,DOXORUBICIN HCL_72h_XTT_LT,solid,Colon cancer
SK-OV-3_PANOBINOSTAT_72h_Hoechst_AM,1.082211015846173,SK-OV-3,PANOBINOSTAT,72h,Hoechst,AM,PANOBINOSTAT_72h_Hoechst_AM,solid,other
SK-N-AS_VOLASERTIB_72h_Resazurin_SM,0.5115338288771344,SK-N-AS,VOLASERTIB,72h,Resazurin,SM,VOLASERTIB_72h_Resazurin_SM,solid,Neuroblastoma
SH-SY5Y_PD0325901_72h_XTT_LT,0.2158836637279771,SH-SY5Y,PD0325901,72h,XTT,LT,PD0325901_72h_XTT_LT,solid,Neuroblastoma
TE-671_ALISERTIB_72h_XTT_LT,1.284991380440048,TE-671,ALISERTIB,72h,XTT,LT,ALISERTIB_72h_XTT_LT,solid,other
SK-BR-3_RAPAMYCIN_72h_XTT_LT,1.001894973413017,SK-BR-3,RAPAMYCIN,72h,XTT,LT,RAPAMYCIN_72h_XTT_LT,solid,Breast cancer
HCT-116_PRT062607_72h_Hoechst_AM,1.238107198224122,HCT-116,PRT062607,72h,Hoechst,AM,PRT062607_72h_Hoechst_AM,solid,Colon cancer
LN-18_ETOPOSIDE_72h_Hoechst_AM,0.8217490968086284,LN-18,ETOPOSIDE,72h,Hoechst,AM,ETOPOSIDE_72h_Hoechst_AM,solid,Glioblastoma
H1299_PANOBINOSTAT_72h_Hoechst_AM,0.9274127439568671,H1299,PANOBINOSTAT,72h,Hoechst,AM,PANOBINOSTAT_72h_Hoechst_AM,solid,Lung cancer
HCT-116_DASATINIB_72h_Trypan Blue_AM,1.265559938641224,HCT-116,DASATINIB,72h,Trypan Blue,AM,DASATINIB_72h_Trypan Blue_AM,solid,Colon cancer
786-0_OLAPARIB_72h_XTT_LT,0.9642366870794083,786-0,OLAPARIB,72h,XTT,LT,OLAPARIB_72h_XTT_LT,solid,Renal cancer
Kelly_OLAPARIB_144h_Resazurin_SM,1.256260214264607,Kelly,OLAPARIB,144h,Resazurin,SM,OLAPARIB_144h_Resazurin_SM,solid,Neuroblastoma
MOLT-4_5-AZACITIDINE_72h_XTT_KI,0.736796091616295,MOLT-4,5-AZACITIDINE,72h,XTT,KI,5-AZACITIDINE_72h_XTT_KI,suspension,Lymphoblastic
MCF-7_DAUNORUBICIN_72h_Resazurin_LT,1.774960342682416,MCF-7,DAUNORUBICIN,72h,Resazurin,LT,DAUNORUBICIN_72h_Resazurin_LT,solid,Breast cancer
K562_FCCP_72h_Trypan Blue_KI,1.100176317656998,K562,FCCP,72h,Trypan Blue,KI,FCCP_72h_Trypan Blue_KI,suspension,Myeloid
SH-SY5Y_DASATINIB_72h_XTT_LT,0.9371638772156828,SH-SY5Y,DASATINIB,72h,XTT,LT,DASATINIB_72h_XTT_LT,solid,Neuroblastoma
786-0_TALAZOPARIB_72h_XTT_LT,1.07995352251632,786-0,TALAZOPARIB,72h,XTT,LT,TALAZOPARIB_72h_XTT_LT,solid,Renal cancer
SiHa_BAFETINIB_72h_Trypan Blue_AM,1.020148811345993,SiHa,BAFETINIB,72h,Trypan Blue,AM,BAFETINIB_72h_Trypan Blue_AM,solid,Cervix cancer
SK-OV-3_RSL3_72h_XTT_LT,1.320008005519953,SK-OV-3,RSL3,72h,XTT,LT,RSL3_72h_XTT_LT,solid,other
786-0_DIGOXIN_72h_XTT_LT,0.8875510838633458,786-0,DIGOXIN,72h,XTT,LT,DIGOXIN_72h_XTT_LT,solid,Renal cancer
U937_PANOBINOSTAT_72h_Trypan Blue_KI,1.028171992700344,U937,PANOBINOSTAT,72h,Trypan Blue,KI,PANOBINOSTAT_72h_Trypan Blue_KI,suspension,Myeloid
H1299_RUXOLITINIB_72h_H2BRuby_AM,0.9659809981875767,H1299,RUXOLITINIB,72h,H2BRuby,AM,RUXOLITINIB_72h_H2BRuby_AM,solid,Lung cancer
SH-SY5Y_ALISERTIB_72h_XTT_LT,0.3882288525588355,SH-SY5Y,ALISERTIB,72h,XTT,LT,ALISERTIB_72h_XTT_LT,solid,Neuroblastoma
K562_SELUMENTINIB_72h_Resazurin_KI,0.8760402863884719,K562,SELUMENTINIB,72h,Resazurin,KI,SELUMENTINIB_72h_Resazurin_KI,suspension,Myeloid
SK-OV-3_PANOBINOSTAT_72h_XTT_LT,0.8711218886244939,SK-OV-3,PANOBINOSTAT,72h,XTT,LT,PANOBINOSTAT_72h_XTT_LT,solid,other
HL-60_JQ1_72h_Resazurin_KI,1.318805143805224,HL-60,JQ1,72h,Resazurin,KI,JQ1_72h_Resazurin_KI,suspension,Myeloid
MV4;11_PIM447_72h_XTT_KI,0.3107568491970756,MV4;11,PIM447,72h,XTT,KI,PIM447_72h_XTT_KI,suspension,Myeloid
A549_BAFETINIB_72h_Trypan Blue_AM,1.055189430637077,A549,BAFETINIB,72h,Trypan Blue,AM,BAFETINIB_72h_Trypan Blue_AM,solid,Lung cancer
MV4;11_MITHRAMYCIN_144h_Resazurin_KI,0.9362479228147724,MV4;11,MITHRAMYCIN,144h,Resazurin,KI,MITHRAMYCIN_144h_Resazurin_KI,suspension,Myeloid
SK-BR-3_SORAFENIB_72h_XTT_LT,1.835400542795647,SK-BR-3,SORAFENIB,72h,XTT,LT,SORAFENIB_72h_XTT_LT,solid,Breast cancer
MCF-7_GEFITINIB_72h_Resazurin_LT,1.286539624819209,MCF-7,GEFITINIB,72h,Resazurin,LT,GEFITINIB_72h_Resazurin_LT,solid,Breast cancer
786-0_17-DMAG_72h_XTT_LT,1.4702800807951,786-0,17-DMAG,72h,XTT,LT,17-DMAG_72h_XTT_LT,solid,Renal cancer
HCT-116_QUIZARTINIB_72h_Trypan Blue_LT,0.9630876249681019,HCT-116,QUIZARTINIB,72h,Trypan Blue,LT,QUIZARTINIB_72h_Trypan Blue_LT,solid,Colon cancer
A549_QUIZARTINIB_72h_Trypan Blue_AM,1.091678763470348,A549,QUIZARTINIB,72h,Trypan Blue,AM,QUIZARTINIB_72h_Trypan Blue_AM,solid,Lung cancer
A549_STAUROSPORINE_72h_Resazurin_LT,0.81390007404458,A549,STAUROSPORINE,72h,Resazurin,LT,STAUROSPORINE_72h_Resazurin_LT,solid,Lung cancer
H1299_DASATINIB_72h_Trypan Blue_AM,0.8030021392563228,H1299,DASATINIB,72h,Trypan Blue,AM,DASATINIB_72h_Trypan Blue_AM,solid,Lung cancer
MV4;11_BORTEZOMIB_72h_Resazurin_KI,0.9106281874134369,MV4;11,BORTEZOMIB,72h,Resazurin,KI,BORTEZOMIB_72h_Resazurin_KI,suspension,Myeloid
MOLT-4_BOSUTINIB_72h_Trypan Blue_KI,0.5454138677521846,MOLT-4,BOSUTINIB,72h,Trypan Blue,KI,BOSUTINIB_72h_Trypan Blue_KI,suspension,Lymphoblastic
K562_RAPAMYCIN_72h_Resazurin_KI,0.7978917937921826,K562,RAPAMYCIN,72h,Resazurin,KI,RAPAMYCIN_72h_Resazurin_KI,suspension,Myeloid
HCT-116_VENETOCLAX_72h_XTT_LT,1.277620381237579,HCT-116,VENETOCLAX,72h,XTT,LT,VENETOCLAX_72h_XTT_LT,solid,Colon cancer
SiHa_FLUOROURACIL_72h_XTT_LT,1.110611800576793,SiHa,FLUOROURACIL,72h,XTT,LT,FLUOROURACIL_72h_XTT_LT,solid,Cervix cancer
Jurkat_GELDANAMYCIN_72h_XTT_KI,1.103310499868309,Jurkat,GELDANAMYCIN,72h,XTT,KI,GELDANAMYCIN_72h_XTT_KI,suspension,Lymphoblastic
HL-60_CHLOROQUINE_72h_Trypan Blue_KI,0.954523877900139,HL-60,CHLOROQUINE,72h,Trypan Blue,KI,CHLOROQUINE_72h_Trypan Blue_KI,suspension,Myeloid
K562_NINTEDANIB_72h_Resazurin_KI,0.7938062402327131,K562,NINTEDANIB,72h,Resazurin,KI,NINTEDANIB_72h_Resazurin_KI,suspension,Myeloid
SK-BR-3_17-DMAG_72h_XTT_LT,1.144377871610383,SK-BR-3,17-DMAG,72h,XTT,LT,17-DMAG_72h_XTT_LT,solid,Breast cancer
SK-BR-3_PACLITAXEL_72h_XTT_LT,1.533679656660694,SK-BR-3,PACLITAXEL,72h,XTT,LT,PACLITAXEL_72h_XTT_LT,solid,Breast cancer
SK-OV-3_DOXORUBICIN HCL_72h_H2BRuby_AM,1.032770432107807,SK-OV-3,DOXORUBICIN HCL,72h,H2BRuby,AM,DOXORUBICIN HCL_72h_H2BRuby_AM,solid,other
HT-29_BAFETINIB_72h_Trypan Blue_AM,1.021506020239522,HT-29,BAFETINIB,72h,Trypan Blue,AM,BAFETINIB_72h_Trypan Blue_AM,solid,Colon cancer
MOLT-4_DECITABINE_72h_XTT_KI,0.359239054710119,MOLT-4,DECITABINE,72h,XTT,KI,DECITABINE_72h_XTT_KI,suspension,Lymphoblastic
SK-BR-3_BAFETINIB_72h_Trypan Blue_LT,1.207658670452995,SK-BR-3,BAFETINIB,72h,Trypan Blue,LT,BAFETINIB_72h_Trypan Blue_LT,solid,Breast cancer
K562_MITHRAMYCIN_72h_Trypan Blue_KI,1.079925497582944,K562,MITHRAMYCIN,72h,Trypan Blue,KI,MITHRAMYCIN_72h_Trypan Blue_KI,suspension,Myeloid
HCT-116_SARACATINIB_72h_Trypan Blue_AM,1.495674560524593,HCT-116,SARACATINIB,72h,Trypan Blue,AM,SARACATINIB_72h_Trypan Blue_AM,solid,Colon cancer
SK-N-SH_ETOPOSIDE_144h_Resazurin_SM,0.882703328195228,SK-N-SH,ETOPOSIDE,144h,Resazurin,SM,ETOPOSIDE_144h_Resazurin_SM,solid,Neuroblastoma
UKE-1_VENETOCLAX_72h_Trypan Blue_KI,1.263014300972299,UKE-1,VENETOCLAX,72h,Trypan Blue,KI,VENETOCLAX_72h_Trypan Blue_KI,suspension,Myeloid
U937_BOSUTINIB_72h_Trypan Blue_KI,0.948678327627833,U937,BOSUTINIB,72h,Trypan Blue,KI,BOSUTINIB_72h_Trypan Blue_KI,suspension,Myeloid
SK-OV-3_LANRAPLENIB_72h_Hoechst_AM,1.197345914679117,SK-OV-3,LANRAPLENIB,72h,Hoechst,AM,LANRAPLENIB_72h_Hoechst_AM,solid,other
MV4;11_ENTINOSTAT_72h_Trypan Blue_KI,0.3039203489486602,MV4;11,ENTINOSTAT,72h,Trypan Blue,KI,ENTINOSTAT_72h_Trypan Blue_KI,suspension,Myeloid
CEM-SS_SELUMENTINIB_72h_XTT_KI,1.125814717082995,CEM-SS,SELUMENTINIB,72h,XTT,KI,SELUMENTINIB_72h_XTT_KI,suspension,Lymphoblastic
SiHa_DOXORUBICIN HCL_72h_XTT_LT,1.603080389740207,SiHa,DOXORUBICIN HCL,72h,XTT,LT,DOXORUBICIN HCL_72h_XTT_LT,solid,Cervix cancer
SiHa_PD0325901_72h_XTT_LT,0.5625726496284061,SiHa,PD0325901,72h,XTT,LT,PD0325901_72h_XTT_LT,solid,Cervix cancer
SH-SY5Y_SELUMENTINIB_144h_Resazurin_SM,0.520151169462255,SH-SY5Y,SELUMENTINIB,144h,Resazurin,SM,SELUMENTINIB_144h_Resazurin_SM,solid,Neuroblastoma
Kasumi-1_VINCRISTINE_72h_Trypan Blue_KI,0.5563498221314342,Kasumi-1,VINCRISTINE,72h,Trypan Blue,KI,VINCRISTINE_72h_Trypan Blue_KI,suspension,Myeloid
SK-OV-3_PIM447_72h_XTT_LT,1.49254543487196,SK-OV-3,PIM447,72h,XTT,LT,PIM447_72h_XTT_LT,solid,other
Kelly_SARACATINIB_72h_Trypan Blue_LT,1.268258098336011,Kelly,SARACATINIB,72h,Trypan Blue,LT,SARACATINIB_72h_Trypan Blue_LT,solid,Neuroblastoma
MV4;11_PD0325901_72h_Resazurin_KI,1.547645682874554,MV4;11,PD0325901,72h,Resazurin,KI,PD0325901_72h_Resazurin_KI,suspension,Myeloid
Kasumi-1_THZ1_72h_XTT_KI,1.047334543255117,Kasumi-1,THZ1,72h,XTT,KI,THZ1_72h_XTT_KI,suspension,Myeloid
HL-60_SUNITINIB_72h_XTT_KI,0.9296430867260654,HL-60,SUNITINIB,72h,XTT,KI,SUNITINIB_72h_XTT_KI,suspension,Myeloid
SH-SY5Y_VOLASERTIB_144h_Resazurin_SM,1.481720970513598,SH-SY5Y,VOLASERTIB,144h,Resazurin,SM,VOLASERTIB_144h_Resazurin_SM,solid,Neuroblastoma
MCF-7_SARACATINIB_72h_Trypan Blue_AM,1.333400765117196,MCF-7,SARACATINIB,72h,Trypan Blue,AM,SARACATINIB_72h_Trypan Blue_AM,solid,Breast cancer
LN-18_PD0166285_144h_Resazurin_BM,1.890569571555669,LN-18,PD0166285,144h,Resazurin,BM,PD0166285_144h_Resazurin_BM,solid,Glioblastoma
SK-OV-3_ADAVOSERTIB_72h_XTT_LT,0.4792174832544167,SK-OV-3,ADAVOSERTIB,72h,XTT,LT,ADAVOSERTIB_72h_XTT_LT,solid,other
SK-OV-3_RAPAMYCIN_72h_XTT_LT,0.7649656817921775,SK-OV-3,RAPAMYCIN,72h,XTT,LT,RAPAMYCIN_72h_XTT_LT,solid,other
SH-SY5Y_TALAZOPARIB_72h_XTT_LT,0.5975818388236254,SH-SY5Y,TALAZOPARIB,72h,XTT,LT,TALAZOPARIB_72h_XTT_LT,solid,Neuroblastoma
MV4;11_DOXORUBICIN HCL_72h_Resazurin_KI,0.2121345920129505,MV4;11,DOXORUBICIN HCL,72h,Resazurin,KI,DOXORUBICIN HCL_72h_Resazurin_KI,suspension,Myeloid
HL-60_NINTEDANIB_72h_Resazurin_KI,1.223512540439082,HL-60,NINTEDANIB,72h,Resazurin,KI,NINTEDANIB_72h_Resazurin_KI,suspension,Myeloid
SH-SY5Y_DACTOLISIB_144h_Resazurin_SM,0.8890442558234097,SH-SY5Y,DACTOLISIB,144h,Resazurin,SM,DACTOLISIB_144h_Resazurin_SM,solid,Neuroblastoma
SH-SY5Y_CURCUMIN_72h_XTT_LT,0.1292141465057735,SH-SY5Y,CURCUMIN,72h,XTT,LT,CURCUMIN_72h_XTT_LT,solid,Neuroblastoma
THP-1_SUNITINIB_72h_Trypan Blue_KI,1.069306810802524,THP-1,SUNITINIB,72h,Trypan Blue,KI,SUNITINIB_72h_Trypan Blue_KI,suspension,Myeloid
MOLT-4_VENETOCLAX_72h_XTT_KI,1.395687310881408,MOLT-4,VENETOCLAX,72h,XTT,KI,VENETOCLAX_72h_XTT_KI,suspension,Lymphoblastic
H1299_ADAVOSERTIB_72h_XTT_LT,1.145645914904136,H1299,ADAVOSERTIB,72h,XTT,LT,ADAVOSERTIB_72h_XTT_LT,solid,Lung cancer
H1299_VINCRISTINE_72h_H2BRuby_AM,0.725552558462728,H1299,VINCRISTINE,72h,H2BRuby,AM,VINCRISTINE_72h_H2BRuby_AM,solid,Lung cancer
MOLT-4_RUXOLITINIB_72h_Trypan Blue_KI,1.026313191353075,MOLT-4,RUXOLITINIB,72h,Trypan Blue,KI,RUXOLITINIB_72h_Trypan Blue_KI,suspension,Lymphoblastic
SW-480_PRT062607_72h_Hoechst_AM,1.42414651570239,SW-480,PRT062607,72h,Hoechst,AM,PRT062607_72h_Hoechst_AM,solid,Colon cancer
TE-671_AXITINIB_72h_XTT_LT,0.6339258783773765,TE-671,AXITINIB,72h,XTT,LT,AXITINIB_72h_XTT_LT,solid,other
SH-SY5Y_ADAVOSERTIB_72h_Resazurin_SM,1.530130925852253,SH-SY5Y,ADAVOSERTIB,72h,Resazurin,SM,ADAVOSERTIB_72h_Resazurin_SM,solid,Neuroblastoma
SK-N-BE_BAFETINIB_72h_Trypan Blue_LT,1.029131615731203,SK-N-BE,BAFETINIB,72h,Trypan Blue,LT,BAFETINIB_72h_Trypan Blue_LT,solid,Neuroblastoma
THP-1_SELUMENTINIB_72h_XTT_KI,0.86863402272455,THP-1,SELUMENTINIB,72h,XTT,KI,SELUMENTINIB_72h_XTT_KI,suspension,Myeloid
HL-60_NIGERICIN_72h_Resazurin_KI,1.061507621235413,HL-60,NIGERICIN,72h,Resazurin,KI,NIGERICIN_72h_Resazurin_KI,suspension,Myeloid
MOLT-4_VENETOCLAX_72h_Trypan Blue_KI,1.368360948045307,MOLT-4,VENETOCLAX,72h,Trypan Blue,KI,VENETOCLAX_72h_Trypan Blue_KI,suspension,Lymphoblastic
H1299_5-AZACITIDINE_72h_Trypan Blue_AM,0.7275040734775474,H1299,5-AZACITIDINE,72h,Trypan Blue,AM,5-AZACITIDINE_72h_Trypan Blue_AM,solid,Lung cancer
SK-OV-3_TOPOTECAN_144h_Resazurin_BM,1.674615959748457,SK-OV-3,TOPOTECAN,144h,Resazurin,BM,TOPOTECAN_144h_Resazurin_BM,solid,other
LN-18_RUXOLITINIB_72h_XTT_LT,1.180457650047742,LN-18,RUXOLITINIB,72h,XTT,LT,RUXOLITINIB_72h_XTT_LT,solid,Glioblastoma
SK-BR-3_FLUOROURACIL_72h_XTT_LT,1.203120839105943,SK-BR-3,FLUOROURACIL,72h,XTT,LT,FLUOROURACIL_72h_XTT_LT,solid,Breast cancer
SK-N-AS_VENETOCLAX_144h_Resazurin_SM,1.215316353009094,SK-N-AS,VENETOCLAX,144h,Resazurin,SM,VENETOCLAX_144h_Resazurin_SM,solid,Neuroblastoma
SK-N-AS_SARACATINIB_72h_Trypan Blue_LT,1.086931503380684,SK-N-AS,SARACATINIB,72h,Trypan Blue,LT,SARACATINIB_72h_Trypan Blue_LT,solid,Neuroblastoma
TE-671_PD0325901_72h_XTT_LT,0.6158987684189989,TE-671,PD0325901,72h,XTT,LT,PD0325901_72h_XTT_LT,solid,other
MV4;11_WORTMANNIN_72h_Resazurin_KI,0.3242998546240635,MV4;11,WORTMANNIN,72h,Resazurin,KI,WORTMANNIN_72h_Resazurin_KI,suspension,Myeloid
LN-18_PANOBINOSTAT_72h_XTT_LT,1.58639748334598,LN-18,PANOBINOSTAT,72h,XTT,LT,PANOBINOSTAT_72h_XTT_LT,solid,Glioblastoma
HL-60_5-AZACITIDINE_72h_Trypan Blue_KI,0.3526571271740686,HL-60,5-AZACITIDINE,72h,Trypan Blue,KI,5-AZACITIDINE_72h_Trypan Blue_KI,suspension,Myeloid
SH-SY5Y_VORINOSTAT_72h_Resazurin_SM,1.044737516754388,SH-SY5Y,VORINOSTAT,72h,Resazurin,SM,VORINOSTAT_72h_Resazurin_SM,solid,Neuroblastoma
H1299_PANOBINOSTAT_72h_XTT_LT,1.58740228691933,H1299,PANOBINOSTAT,72h,XTT,LT,PANOBINOSTAT_72h_XTT_LT,solid,Lung cancer
SiHa_BOSUTINIB_72h_Hoechst_AM,1.177607649427223,SiHa,BOSUTINIB,72h,Hoechst,AM,BOSUTINIB_72h_Hoechst_AM,solid,Cervix cancer
MOLT-4_CABOZANTINIB_72h_Trypan Blue_KI,1.236063286750043,MOLT-4,CABOZANTINIB,72h,Trypan Blue,KI,CABOZANTINIB_72h_Trypan Blue_KI,suspension,Lymphoblastic
H1299_DASATINIB_72h_XTT_LT,0.7810412999179264,H1299,DASATINIB,72h,XTT,LT,DASATINIB_72h_XTT_LT,solid,Lung cancer
SH-SY5Y_LANRAPLENIB_72h_Hoechst_AM,0.7016294529243554,SH-SY5Y,LANRAPLENIB,72h,Hoechst,AM,LANRAPLENIB_72h_Hoechst_AM,solid,Neuroblastoma
K562_5-AZACITIDINE_72h_Resazurin_KI,0.8140267840521169,K562,5-AZACITIDINE,72h,Resazurin,KI,5-AZACITIDINE_72h_Resazurin_KI,suspension,Myeloid
H1299_VINCRISTINE_72h_XTT_LT,1.376977629728369,H1299,VINCRISTINE,72h,XTT,LT,VINCRISTINE_72h_XTT_LT,solid,Lung cancer
HCT-116_PIM447_72h_XTT_LT,1.210019459257923,HCT-116,PIM447,72h,XTT,LT,PIM447_72h_XTT_LT,solid,Colon cancer
SK-OV-3_DIGOXIN_72h_XTT_LT,1.366981160346824,SK-OV-3,DIGOXIN,72h,XTT,LT,DIGOXIN_72h_XTT_LT,solid,other
Kasumi-1_IMATINIB_72h_XTT_KI,0.06414255217992379,Kasumi-1,IMATINIB,72h,XTT,KI,IMATINIB_72h_XTT_KI,suspension,Myeloid
THP-1_BOSUTINIB_72h_Trypan Blue_LT,0.9447636548198423,THP-1,BOSUTINIB,72h,Trypan Blue,LT,BOSUTINIB_72h_Trypan Blue_LT,suspension,Myeloid
U937_THZ1_72h_XTT_KI,0.7621362270660542,U937,THZ1,72h,XTT,KI,THZ1_72h_XTT_KI,suspension,Myeloid
SH-SY5Y_OLAPARIB_72h_XTT_LT,1.140811043842911,SH-SY5Y,OLAPARIB,72h,XTT,LT,OLAPARIB_72h_XTT_LT,solid,Neuroblastoma
U937_VENETOCLAX_72h_XTT_KI,1.393765836800096,U937,VENETOCLAX,72h,XTT,KI,VENETOCLAX_72h_XTT_KI,suspension,Myeloid
H1299_DACTOLISIB_72h_H2BRuby_AM,0.7623236875602676,H1299,DACTOLISIB,72h,H2BRuby,AM,DACTOLISIB_72h_H2BRuby_AM,solid,Lung cancer
Jurkat_BAFETINIB_72h_Trypan Blue_KI,0.9881304480471108,Jurkat,BAFETINIB,72h,Trypan Blue,KI,BAFETINIB_72h_Trypan Blue_KI,suspension,Lymphoblastic
